KDSA Quadrant	OCR: Kontrolle	OCR: KDSA Name
106/125	106/125	St. Georgen
106/129	106/129	Köflach
106/131	106/131	Hitzendorf
106/133	106/133	Engelsdorf
106/135	106/135	Krumegg
106/137	106/137	Labuch
106/139	106/139	Breitenfeld
106/141	106/141	Loipersdorf
106/143	106/143	Kukmirn
106/145	106/145	Strem
107/033	107/033	Murten
107/035	107/035	Kerzers
107/037	107/037	Bern
107/039	107/039	Wikartswil
107/041	107/041	Rüderswil
107/043	107/043	Ortbach
107/045	107/045	Schüpfheim
107/047	107/047	Ennetmoos
107/049	107/049	Stans
107/051	107/051	Morschach
107/053	107/053	Muotathal
107/057	107/057	Betschwanden
107/059	107/059	Matt
107/063	107/063	Grüsch
107/065	107/065	Furna
107/071	107/071	Mathon
107/075	107/075	Lafairs
107/081	107/081	Zwieselstein
107/085	107/085	Innerpflersch
107/087	107/087	Kematen / Sterzing
107/089	107/089	Lappach
107/091	107/091	St. Johann / Bruneck
107/097	107/097	Defereggen-St. Jakob
107/099	107/099	Oberpeischlach
107/103	107/103	Mörtschach
107/105	107/105	Flattach
107/107	107/107	Obervellach
107/111	107/111	Malta
107/119	107/119	Krassnitz
107/121	107/121	St. Salvator
107/123	107/123	Lölling
107/125	107/125	Kliening
107/127	107/127	Schiefling
107/129	107/129	Unterwald
107/131	107/131	Hochstrassen
107/133	107/133	Wundschuh
107/135	107/135	Kirchbach
107/137	107/137	Trössengraben
107/139	107/139	Feldbach
107/141	107/141	Doiber
107/143	107/143	Maria Bild
108/033	108/033	Courlevon
108/035	108/035	Bramberg
108/037	108/037	Bütschel
108/039	108/039	Belp
108/041	108/041	Pfaffenmoos
108/043	108/043	Kröschenbrunnen
108/047	108/047	Sarnen
108/049	108/049	Altzellen
108/063	108/063	Chur
108/065	108/065	Saas
108/067	108/067	Kersters
108/075	108/075	Nauders
108/079	108/079	Heilig Kreuz / im ötztal
108/081	108/081	Rabenstein / Meran
108/085	108/085	Wiesen / Sterzing
108/087	108/087	Vals / Mühlbach
108/091	108/091	Taufers
108/099	108/099	St. Johann / im Walde
108/101	108/101	Oberlienz
108/103	108/103	Winklern
108/105	108/105	Stall
108/109	108/109	Pusarnitz
108/111	108/111	Gmündt/Kärnten
108/113	108/113	St. Oswald
108/117	108/117	Glödnitz
108/119	108/119	Pisweg
108/121	108/121	Althofen
108/123	108/123	Guttaring
108/125	108/125	Prebl
108/127	108/127	SI. Gertraud
108/129	108/129	Osterwilz
108/131	108/131	Stainz
108/133	108/133	St. Joseph
108/135	108/135	Frannach
108/137	108/137	S1. Stephan
108/139	108/139	Gleichenberg
108/141	108/141	Neuhaus
109/035	109/035	Waldgasse
109/037	109/037	Stutz
109/039	109/039	ütendorf
109/041	109/041	Wachseldorn
109/043	109/043	Bumbach
109/045	109/045	Lungern
109/049	109/049	Engelberg
109/053	109/053	Silenen
109/061	109/061	Tamins
109/063	109/063	Praden
109/065	109/065	Davos
109/067	109/067	Davos-Dorf
109/075	109/075	Graun
109/083	109/083	Stuls
109/087	109/087	Meransen
109/089	109/089	Niedervintl
109/091	109/091	Kiens
109/093	109/093	Oberolang
109/095	109/095	Pichl
109/097	109/097	Tessenberg
109/099	109/099	Burg / Tirol
109/101	109/101	Lienz
109/103	109/103	Dölsach
109/107	109/107	Greifenburg
109/109	109/109	Baldramsdorf
109/111	109/111	Obermillstadt
109/113	109/113	Feld / See
109/115	109/115	Patergassen
109/117	109/117	Steuerberg
109/119	109/119	Steinbichl
109/121	109/121	St. Veit / Glan
109/123	109/123	Eberstein
109/125	109/125	Lamm
109/127	109/127	Rieding
109/129	109/129	Glashütten / Deutschlandsberg
109/131	109/131	Schwanberg
109/133	109/133	St. Nikolai / Leibnitz
109/135	109/135	Leibnitz
109/137	109/137	St. Peter
109/139	109/139	Straden
110/035	110/035	St. Silvester
110/039	110/039	Zwieselberg
110/041	110/041	Ringoldswil
110/043	110/043	Oberried
110/045	110/045	Unterbach
110/047	110/047	Grund-Bottigen
110/049	110/049	Fuhren
110/057	110/057	Meierhof
110/061	110/061	Mutten
110/065	110/065	Schmitten
110/075	110/075	Laatsch
110/079	110/079	Unserfrau
110/081	110/081	Küns
110/083	110/083	Riffian
110/087	110/087	Pfeffersberg
110/089	110/089	St. Andrä / Brixen
110/091	110/091	Onach
110/093	110/093	St. Veit / Bruneck
110/095	110/095	Innichen
110/097	110/097	Hollbruck
110/099	110/099	Leiten
110/101	110/101	Liesing
110/105	110/105	Berg und Emberg / Drautal
110/107	110/107	St. Lorenz
110/111	110/111	Laas
110/113	110/113	Fresach
110/115	110/115	Innerteuchen
110/117	110/117	Feldkirchen
110/119	110/119	Karnburg
110/121	110/121	St. Sebastian
110/125	110/125	Markt Griffen
110/127	110/127	St. Georgen / St. Paul
110/129	110/129	St. Vinzenz / St. Paul
110/131	110/131	Eibiswald
110/133	110/133	Klein
110/135	110/135	Gamlitz
110/137	110/137	Mureck
110/139	110/139	Radkersburg
111/035	111/035	Im Fang
111/037	111/037	Boltigen
111/039	111/039	Oy
111/041	111/041	Scharnachtal
111/043	111/043	Burglauenen
111/045	111/045	Scheidegg
111/059	111/059	Camana
111/073	111/073	Taufers / Meran
111/075	111/075	Eyrs
111/077	111/077	Tannas
111/079	111/079	Kastelbell
111/081	111/081	Aschbach
111/083	111/083	Meran
111/087	111/087	Klausen
111/089	111/089	St. Magdalena
111/105	111/105	Gundersheim
111/107	111/107	Kirchbach
111/109	111/109	Hermagor
111/111	111/111	St. Paul im Gailtal
111/113	111/113	Bleiberg
111/115	111/115	Maria Gail
111/117	111/117	Pörtschach
111/119	111/119	St. Martin / Techelsberg
111/121	111/121	Harbach
111/123	111/123	Eberndorf
111/125	111/125	Bleiburg
112/037	112/037	Reichenstein
112/039	112/039	Grempelen
112/041	112/041	Mitholz-Blausee
112/043	112/043	Mürren
112/047	112/047	Obergesteln
112/059	112/059	Splügen
112/061	112/061	Sufers
112/063	112/063	Am Bach
112/075	112/075	Ausser-Sulden
112/081	112/081	Gfrill
112/083	112/083	Jenesien
112/085	112/085	Zwölfmalgreien/Bozen
112/111	112/111	Thörl-Maglern
112/115	112/115	Ledenitzen
112/117	112/117	Sütschach
112/119	112/119	Ferlach
113/035	113/035	Saanen
113/037	113/037	Matten
113/039	113/039	Stiegelschwand
113/047	113/047	Reckingen
113/079	113/079	St. Gertraud / Süd-Tirol
113/081	113/081	Laurein
113/083	113/083	Planitzing
113/085	113/085	Bozen
113/087	113/087	Welschnofen
113/121	113/121	Zell b. d. Pfarre / b. d. Pfarre
113/123	113/123	Eisenkappel
114/035	114/035	Gsteig
114/045	114/045	Ried
114/083	114/083	Tramin
114/085	114/085	Deutschnofen
115/041	115/041	Ob-Ems
115/043	115/043	Eggerberg
115/045	115/045	Ried-Brig
115/083	115/083	Neumarkt
115/085	115/085	Truden
116/043	116/043	Stalden
116/045	116/045	Simplon
116/083	116/083	Salurn
117/043	117/043	Saas-Grund
117/045	117/045	Zwischbergen
118/041	118/041	Täsch
119/083	119/083	Lusern
120/085	120/085	Mezza-Selva
121/127	121/127	Unterwarmberg
122/127	122/127	Stara Cakev [Mitterdorf]
122/129	122/129	Reuter [Laze]
123/081	123/081	Giazza
123/123	123/123	Suchen [Draga)
123/125	123/125	Trava (Obergras]
123/127	123/127	Gottschee [Kotschevje]
123/129	123/129	Wertschitsch[Vrtschitsche]
124/125	124/125	Tiefenbach [Brega]
124/127	124/127	Verdreng
124/129	124/129	Unterdeutschau (Nemschka Loka)
